씨제이대한통운,나신평cp,본,A1,2022.04.13,2022.04.14,2023.06.30
씨제이대한통운,나신평cp,정기,A1,2021.12.17,2021.12.17,2022.06.30
씨제이대한통운,나신평cp,본,A1,2021.06.30,2021.06.30,2022.06.30
씨제이대한통운,나신평cp,정기,A1,2020.09.08,2020.09.09,2021.06.30
씨제이대한통운,나신평cp,본,A1,2020.04.10,2020.04.10,2021.06.30
씨제이대한통운,나신평cp,정기,A1,2019.12.24,2019.12.24,2020.06.30
씨제이대한통운,나신평cp,본,A1,2019.06.21,2019.06.21,2020.06.30
씨제이대한통운,나신평cp,정기,A1,2018.12.27,2018.12.28,2019.06.30
씨제이대한통운,나신평cp,본,A1,2018.05.25,2018.05.25,2019.06.30
씨제이대한통운,나신평cp,정기,A1,2017.12.13,2017.12.13,2018.06.30
씨제이대한통운,나신평cp,본,A1,2017.04.14,2017.04.14,2018.06.30
씨제이대한통운,나신평cp,정기,A1,2016.12.09,2016.12.09,2017.06.30
씨제이대한통운,나신평cp,본,A1,2016.04.07,2016.04.07,2017.06.30
씨제이대한통운,나신평cp,정기,A1,2015.12.11,2015.12.11,2016.06.30
씨제이대한통운,나신평cp,본,A1,2015.05.29,2015.05.29,2016.06.30
씨제이대한통운,나신평cp,정기,A1,2014.12.17,2014.12.17,2015.06.30
씨제이대한통운,나신평cp,본,A1,2014.06.13,2014.06.13,2015.06.30
씨제이대한통운,나신평cp,정기,A1,2013.12.30,2013.12.30,2014.06.30
씨제이대한통운,나신평cp,본,A1,2013.06.18,2013.06.18,2014.06.30
씨제이대한통운,나신평cp,수시,A2,2010.06.04,2010.06.04,2010.06.30
씨제이대한통운,나신평cp,수시,A2-↓,2009.12.30,2009.12.30,2010.06.30
씨제이대한통운,나신평cp,수시,A2↓,2009.12.28,2009.12.28,2010.06.30
씨제이대한통운,나신평cp,본,A2,2009.07.17,2009.07.17,2010.06.30
씨제이대한통운,나신평cp,본,A2,2009.01.16,2009.01.16,2009.06.30
씨제이대한통운,나신평cp,수시,D,2000.11.01,2000.11.01,2000.11.01
씨제이대한통운,나신평cp,수시,C,2000.10.31,2000.10.31,2000.11.01
씨제이대한통운,나신평cp,본,B+,2000.06.20,2000.06.20,2000.11.01
씨제이대한통운,나신평cp,본,B+,1999.12.10,1999.12.10,2000.06.30
하이트진로홀딩스,한신평cp,재무기준일,평가종류,등급,평가일,유효일,리포트,ESG인증
하이트진로홀딩스,한신평cp,2022.06.30,정기,A2,2022.12.15,2023.06.30,,
하이트진로홀딩스,한신평cp,2021.12.31,본,A2,2022.05.31,2023.06.30,,
하이트진로홀딩스,한신평cp,2021.06.30,정기,A2-,2021.12.23,2022.06.30,,
하이트진로홀딩스,한신평cp,2020.12.31,본,A2-,2021.06.17,2022.06.30,,
하이트진로홀딩스,한신평cp,2020.06.30,정기,A2-,2020.12.17,2021.06.30,,
하이트진로홀딩스,한신평cp,2019.12.31,본,A1보증,2020.06.26,2020.12.14,,
하이트진로홀딩스,한신평cp,2019.12.31,본,A2-,2020.06.26,2021.06.30,,
하이트진로홀딩스,한신평cp,2018.12.31,본,A1보증,2019.12.16,2020.06.30,,
하이트진로홀딩스,한신평cp,2019.06.30,정기,A2-,2019.12.16,2020.06.30,,
하이트진로홀딩스,한신평cp,2018.12.31,본,A2-,2019.06.20,2020.06.30,,
하이트진로홀딩스,한신평cp,2018.06.30,정기,A2-,2018.09.12,2019.06.30,,
하이트진로홀딩스,한신평cp,2017.12.31,본,A2-,2018.06.19,2019.06.30,,
하이트진로홀딩스,한신평cp,2017.06.30,정기,A2-,2017.12.26,2018.06.30,,
하이트진로홀딩스,한신평cp,2016.12.31,본,A2-,2017.06.19,2018.06.30,,
하이트진로홀딩스,한신평cp,2016.06.30,정기,A2-,2016.12.16,2017.06.30,,
하이트진로홀딩스,한신평cp,2015.12.31,본,A2-,2016.06.27,2017.06.30,,
하이트진로홀딩스,한신평cp,2015.06.30,정기,A2-,2015.11.25,2016.06.30,,
하이트진로홀딩스,한신평cp,2014.12.31,본,A2,2015.06.26,2016.06.30,,
하이트진로홀딩스,한신평cp,2014.06.30,정기,A2+,2014.12.29,2015.06.30,,
하이트진로홀딩스,한신평cp,2013.12.31,본,A2+,2014.06.25,2015.06.30,,
하이트진로홀딩스,한신평cp,2013.06.30,정기,A2+,2013.12.30,2014.06.30,,
하이트진로홀딩스,한신평cp,2012.12.31,본,A2+,2013.06.27,2014.06.30,,
하이트진로홀딩스,나신평cp,평정,현재등급,등급결정일,등급확정일,유효기간,요지,재무,보고서
하이트진로홀딩스,나신평cp,정기,A2,2022.12.19,2022.12.19,2023.06.30
하이트진로홀딩스,나신평cp,본,A2,2022.06.03,2022.06.03,2023.06.30
하이트진로홀딩스,나신평cp,본,A1((주)신한은행,보증),2020.05.27,2020.05.27,2020.12.14
하이트진로홀딩스,나신평cp,본,A1((주)신한은행,보증),2019.12.13,2019.12.13,2020.06.30
하이트진로홀딩스,나신평cp,수시,A2-,2016.06.30,2016.06.30,2016.06.30
하이트진로홀딩스,나신평cp,정기,A2,2015.09.18,2015.09.18,2016.06.30
하이트진로홀딩스,나신평cp,본,A2,2015.06.26,2015.06.26,2016.06.30
하이트진로홀딩스,나신평cp,수시,A2,2015.05.28,2015.05.28,2015.06.25
하이트진로홀딩스,나신평cp,정기,A2+,2014.12.29,2014.12.29,2015.06.25
하이트진로홀딩스,나신평cp,본,A2+,2014.06.26,2014.06.26,2015.06.25
하이트진로홀딩스,나신평cp,정기,A2+,2013.12.24,2013.12.24,2014.06.30
하이트진로홀딩스,나신평cp,본,A2+,2013.06.27,2013.06.27,2014.06.30
하이트진로홀딩스,나신평cp,정기,A2+,2012.09.19,2012.09.19,2013.06.30
하이트진로홀딩스,나신평cp,본,A2+,2012.06.26,2012.06.26,2013.06.30
하이트진로홀딩스,나신평cp,정기,A2+,2011.12.27,2011.12.27,2012.06.30
하이트진로홀딩스,나신평cp,본,A2+,2011.06.28,2011.06.28,2012.06.30
하이트진로홀딩스,나신평cp,정기,A2+,2010.12.17,2010.12.17,2011.06.30
하이트진로홀딩스,나신평cp,본,A2+,2010.06.25,2010.06.25,2011.06.30
하이트진로홀딩스,나신평cp,정기,A3-,2000.02.29,2000.02.29,2000.06.30
하이트진로홀딩스,나신평cp,본,A3-,1999.09.02,1999.09.02,2000.06.30
하이트진로홀딩스,나신평cp,정기,B+,1999.02.03,1999.06.30
하이트진로홀딩스,나신평cp,본,B+,1998.06.30,1999.06.30
하이트진로홀딩스,나신평cp,정기,A2,1996.12.27,1997.06.30
하이트진로홀딩스,나신평cp,본,A2-,1996.06.21,1997.06.30
하이트진로홀딩스,나신평cp,정기,A2-,1995.12.27,1996.06.30
하이트진로홀딩스,나신평cp,본,A2-,1995.06.21,1996.06.30
두산,한신평cp,재무기준일,평가종류,등급,평가일,유효일,리포트,ESG인증
두산,한신평cp,2022.06.30,정기,A3,2022.12.27,2023.06.30,,
두산,한신평cp,2021.12.31,본,A3,2022.06.29,2023.06.30,,
두산,한신평cp,2021.06.30,정기,A3,2021.12.07,2022.06.30,,
두산,한신평cp,2020.12.31,본,A3,2021.06.10,2022.06.30,,
두산,한신평cp,2019.06.30,수시,A3,2020.06.24,2020.06.30,,
두산,한신평cp,2019.06.30,수시,A3보증,2020.06.24,2020.06.30,,
두산,한신평cp,2019.06.30,수시,A3+보증,2019.10.21,2020.06.30,,
두산,한신평cp,2019.06.30,수시,A3+,2019.10.21,2020.06.30,,
두산,한신평cp,2019.06.30,정기,A3+,2019.09.10,2020.06.30,,
두산,한신평cp,2018.12.31,본,A3+,2019.05.21,2020.06.30,,
두산,나신평cp,평정,현재등급,등급결정일,등급확정일,유효기간,요지,재무,보고서
두산,나신평cp,정기,A3,2018.12.28,2018.12.28,2019.06.30
두산,나신평cp,본,A3,2018.05.25,2018.05.25,2019.06.30
두산,나신평cp,정기,A3,2017.12.18,2017.12.18,2018.06.30
두산,나신평cp,본,A3,2017.06.30,2017.06.30,2018.06.30
두산,나신평cp,본,A3,2017.02.01,2017.02.02,2017.06.30
두산,나신평cp,수시,A3,2016.03.17,2016.03.18,2016.06.30
두산,나신평cp,정기,A3+,2015.09.22,2015.09.22,2016.06.30
두산,나신평cp,본,A2-,2015.06.18,2015.06.18,2016.06.30
두산,나신평cp,정기,A2-,2014.12.11,2014.12.12,2015.06.17
두산,나신평cp,본,A2,2014.05.30,2014.05.30,2015.06.17
두산,나신평cp,정기,A2,2013.12.24,2013.12.24,2014.06.30
두산,나신평cp,본,A2,2013.03.29,2013.03.29,2014.06.30
두산,나신평cp,정기,A2,2012.12.28,2012.12.28,2013.06.30
두산,나신평cp,본,A2,2012.06.28,2012.06.28,2013.06.30
두산,나신평cp,정기,A2,2011.12.30,2011.12.30,2012.06.30
두산,나신평cp,본,A2,2011.07.21,2011.07.21,2012.06.30
두산,나신평cp,정기,A2,2010.10.29,2010.10.29,2011.06.30
두산,나신평cp,본,A2,2010.06.29,2010.06.29,2011.06.30
두산,나신평cp,정기,A2,2009.12.24,2009.12.24,2010.06.30
두산,나신평cp,본,A2,2009.04.17,2009.04.17,2010.06.30
두산,나신평cp,본,A2,2008.09.25,2008.09.25,2009.06.30
두산,나신평cp,본,A2,2007.11.05,2007.11.05,2008.06.30
두산,나신평cp,정기,A3-,2002.12.27,2002.12.27,2003.06.30
두산,나신평cp,본,A3-,2002.05.14,2002.05.14,2003.06.30
두산,한신평stp,재무기준일,발행한도(억원),평가종류,등급,평가일,유효일,리포트,ESG인증
두산,한신평stp,2022.06.30,2,000,정기,A3,2022.12.27,2023.06.30,,
두산,한신평stp,2021.12.31,2,000,본,A3,2022.06.29,2023.06.30,,
두산,한신평stp,2021.06.30,2,000,정기,A3,2021.12.07,2022.06.30,,
두산,한신평stp,2020.12.31,2,000,본,A3,2021.06.10,2022.06.30,,
두산,한신평stp,2019.06.30,2,000,수시,A3,2020.06.24,2020.06.30,,
두산,한신평stp,2019.06.30,2,000,수시,A3보증,2020.06.24,2020.06.30,,
두산,한신평stp,2019.06.30,2,000,수시,A3+보증,2019.10.21,2020.06.30,,
두산,한신평stp,2019.06.30,2,000,수시,A3+,2019.10.21,2020.06.30,,
두산,한신평stp,2019.06.30,2,000,정기,A3+,2019.09.10,2020.06.30,,
두산,한신평stp,2018.12.31,2,000,본,A3+,2019.06.11,2020.06.30,,
두산,나신평stp,평정,현재등급,등급결정일,등급확정일,발행한도(억원),발행금액(억원),요지,재무,보고서
두산,나신평stp,수시,A2-,2022.03.31,2022.03.31,3050
두산,나신평stp,본,A3+,2021.10.19,2021.10.20,3050
DL,나신평cp,평정,현재등급,등급결정일,등급확정일,유효기간,요지,재무,보고서
DL,나신평cp,본,A2-,2020.03.26,2020.03.27,2020.06.30
DL,나신평cp,본,A2-,2016.11.22,2016.11.23,2017.06.30
대유플러스,나신평cp,평정,현재등급,등급결정일,등급확정일,유효기간,요지,재무,보고서
대유플러스,나신평cp,본,B,1996.02.09,1996.09.30
대동,한신평cp,재무기준일,평가종류,등급,평가일,유효일,리포트,ESG인증
대동,한신평cp,2022.06.30,정기,A3,2022.12.14,2023.06.30,,
대동,한신평cp,2021.12.31,본,A3,2022.06.22,2023.06.30,,
대동,한신평cp,2021.06.30,정기,A3,2021.12.20,2022.06.30,,
대동,한신평cp,2020.12.31,본,A3,2021.06.28,2022.06.30,,
대동,한신평cp,2020.06.30,정기,A3,2020.12.16,2021.06.30,,
대동,한신평cp,2019.12.31,본,A3,2020.06.18,2021.06.30,,
대동,한신평cp,2013.06.30,정기,A3+,2013.12.31,2014.06.30,,
대동,한신평cp,2012.12.31,본,A3+,2013.06.27,2014.06.30,,
대동,나신평cp,평정,현재등급,등급결정일,등급확정일,유효기간,요지,재무,보고서
대동,나신평cp,본,A3((주)대동,보증),2022.06.22,2022.06.23,2022.07.04
대동,나신평cp,정기,A3((주)대동,보증),2021.12.27,2021.12.28,2022.06.30
대동,나신평cp,본,A3((주)대동,보증),2021.07.01,2021.07.01,2022.06.30
대동,나신평cp,본,A3((주)대동,보증),2021.06.29,2021.06.29,2021.11.04
대동,나신평cp,본,A3((주)대동,보증),2021.06.29,2021.06.29,2021.07.23
대동,나신평cp,정기,A3((주)대동,보증),2020.11.03,2020.11.04,2021.06.30
대동,나신평cp,본,A3((주)대동,보증),2020.11.03,2020.11.04,2021.06.30
대동,나신평cp,본,A3((주)대동,보증),2020.07.13,2020.07.13,2021.06.30
대동,나신평cp,본,A3((주)대동,보증),2020.06.11,2020.06.12,2020.11.07
대동,나신평cp,본,A3((주)대동,보증),2019.10.31,2019.10.31,2020.06.30
대동,한신평stp,재무기준일,발행한도(억원),평가종류,등급,평가일,유효일,리포트,ESG인증
대동,한신평stp,2022.06.30,200,정기,A3,2022.12.14,2023.06.30,,
대동,한신평stp,2021.12.31,200,본,A3,2022.06.22,2023.06.30,,
대동,한신평stp,2021.06.30,200,정기,A3,2021.12.20,2022.06.30,,
대동,한신평stp,2020.12.31,200,본,A3,2021.06.28,2022.06.30,,
대동,한신평stp,2020.06.30,200,정기,A3,2020.12.16,2021.06.30,,
대동,한신평stp,2019.12.31,200,본,A3,2020.06.18,2021.06.30,,
가온전선,한신평cp,재무기준일,평가종류,등급,평가일,유효일,리포트,ESG인증
가온전선,한신평cp,2022.06.30,정기,A2,2022.12.20,2023.06.30,,
가온전선,한신평cp,2021.12.31,본,A2,2022.06.24,2023.06.30,,
가온전선,한신평cp,2021.06.30,정기,A2,2021.12.13,2022.06.30,,
가온전선,한신평cp,2020.12.31,본,A2,2021.06.22,2022.06.30,,
가온전선,한신평cp,2020.06.30,정기,A2,2020.12.21,2021.06.30,,
가온전선,한신평cp,2019.12.31,본,A2,2020.06.26,2021.06.30,,
가온전선,한신평cp,2019.06.30,정기,A2,2019.12.20,2020.06.30,,
가온전선,한신평cp,2018.12.31,본,A2,2019.06.19,2020.06.30,,
가온전선,한신평cp,2018.06.30,정기,A2,2018.12.17,2019.06.30,,
가온전선,한신평cp,2017.12.31,본,A2,2018.06.25,2019.06.30,,
가온전선,한신평cp,2017.06.30,정기,A2,2017.12.21,2018.06.30,,
가온전선,한신평cp,2016.12.31,본,A2,2017.06.22,2018.06.30,,
가온전선,한신평cp,2016.06.30,정기,A2,2016.12.19,2017.06.30,,
가온전선,한신평cp,2015.12.31,본,A2,2016.06.21,2017.06.30,,
가온전선,한신평cp,2015.06.30,정기,A2,2015.12.30,2016.06.30,,
가온전선,한신평cp,2014.12.31,본,A2,2015.06.25,2016.06.30,,
가온전선,한신평cp,2014.06.30,정기,A2,2014.12.23,2015.06.30,,
가온전선,한신평cp,2013.12.31,본,A2,2014.06.30,2015.06.30,,
가온전선,한신평cp,2013.06.30,정기,A2,2013.12.30,2014.06.30,,
가온전선,한신평cp,2012.12.31,본,A2,2013.06.28,2014.06.30,,
가온전선,나신평cp,평정,현재등급,등급결정일,등급확정일,유효기간,요지,재무,보고서
가온전선,나신평cp,정기,A2,2022.12.23,2022.12.26,2023.06.30
가온전선,나신평cp,본,A2,2022.06.24,2022.06.27,2023.06.30
가온전선,나신평cp,정기,A2,2021.12.22,2021.12.23,2022.06.30
가온전선,나신평cp,본,A2,2021.06.18,2021.06.18,2022.06.30
가온전선,나신평cp,정기,A2,2020.12.16,2020.12.17,2021.06.30
가온전선,나신평cp,본,A2,2020.06.22,2020.06.23,2021.06.30
가온전선,나신평cp,정기,A2,2019.12.20,2019.12.23,2020.06.30
가온전선,나신평cp,본,A2,2019.06.20,2019.06.21,2020.06.30
가온전선,나신평cp,정기,A2,2018.12.18,2018.12.18,2019.06.30
가온전선,나신평cp,본,A2,2018.06.22,2018.06.22,2019.06.30
가온전선,나신평cp,정기,A2,2017.12.22,2017.12.22,2018.06.30
가온전선,나신평cp,본,A2,2017.06.20,2017.06.21,2018.06.30
가온전선,나신평cp,정기,A2,2016.12.12,2016.12.12,2017.06.30
가온전선,나신평cp,본,A2,2016.06.13,2016.06.13,2017.06.30
가온전선,나신평cp,정기,A2,2015.12.23,2015.12.23,2016.06.30
가온전선,나신평cp,본,A2,2015.06.29,2015.06.29,2016.06.30
가온전선,나신평cp,정기,A2,2014.12.08,2014.12.08,2015.06.30
가온전선,나신평cp,본,A2,2014.06.30,2014.06.30,2015.06.30
가온전선,나신평cp,정기,A2,2013.12.27,2013.12.27,2014.06.30
가온전선,나신평cp,본,A2,2013.06.28,2013.06.28,2014.06.30
가온전선,나신평cp,정기,A2,2012.12.31,2012.12.31,2013.06.30
가온전선,나신평cp,본,A2,2012.06.29,2012.06.29,2013.06.30
가온전선,나신평cp,정기,A2,2011.12.28,2011.12.28,2012.06.30
가온전선,나신평cp,본,A2,2011.06.20,2011.06.20,2012.06.30
가온전선,나신평cp,정기,A2,2010.11.16,2010.11.16,2011.06.30
가온전선,나신평cp,본,A2,2010.06.30,2010.06.30,2011.06.30
가온전선,나신평cp,정기,A2,2010.01.29,2010.01.29,2010.06.30
가온전선,나신평cp,본,A2-,2009.06.26,2009.06.26,2010.06.30
가온전선,나신평cp,정기,A2-,2008.12.05,2008.12.05,2009.06.30
가온전선,나신평cp,본,A2-,2008.06.26,2008.06.26,2009.06.30
가온전선,나신평cp,정기,A2-,2007.12.28,2007.12.28,2008.06.30
가온전선,나신평cp,본,A2-,2007.08.10,2007.08.10,2008.06.30
가온전선,나신평cp,정기,B+,1998.12.16,1999.06.30
가온전선,나신평cp,본,A3-,1998.05.29,1999.06.30
가온전선,나신평cp,정기,A2+,1996.12.27,1997.06.30
가온전선,나신평cp,본,A2+,1996.06.28,1997.06.30
가온전선,나신평cp,본,A2,1991.07.16,1992.06.30
대한제지,한신평cp,재무기준일,평가종류,등급,평가일,유효일,리포트,ESG인증
대한제지,한신평cp,2021.12.31,본,A1보증,2022.08.29,2022.12.16,,
대한제지,한신평cp,2021.12.31,본,A1보증,2022.06.22,2022.08.29,,
대한제지,한신평cp,2021.06.30,정기,A1보증,2021.12.02,2022.06.30,,
대한제지,한신평cp,2020.12.31,본,A1보증,2021.08.30,2022.06.30,,
동아쏘시오홀딩스,한신평cp,재무기준일,평가종류,등급,평가일,유효일,리포트,ESG인증
동아쏘시오홀딩스,한신평cp,2021.12.31,본,A1보증,2022.07.28,2022.12.12,,
동아쏘시오홀딩스,한신평cp,2021.12.31,본,A1보증,2022.06.24,2022.07.28,,
동아쏘시오홀딩스,한신평cp,2021.06.30,정기,A1보증,2021.12.17,2022.06.30,,
동아쏘시오홀딩스,한신평cp,2020.12.31,본,A1보증,2021.07.29,2022.06.30,,
동아쏘시오홀딩스,한신평cp,2020.12.31,본,A1보증,2021.06.18,2021.07.30,,
동아쏘시오홀딩스,한신평cp,2019.12.31,본,A1보증,2021.01.28,2021.06.30,,
동아쏘시오홀딩스,한신평cp,2019.12.31,본,A1보증,2020.10.29,2021.01.29,,
동아쏘시오홀딩스,한신평cp,2019.12.31,본,A1보증,2020.07.30,2020.10.30,,
동아쏘시오홀딩스,한신평cp,2019.12.31,본,A1보증,2020.06.29,2020.07.31,,
동아쏘시오홀딩스,한신평cp,2018.12.31,본,A2,2020.03.13,2020.06.30,,
동아쏘시오홀딩스,한신평cp,2019.06.30,수시,A1보증,2020.02.24,2020.06.30,,
동아쏘시오홀딩스,한신평cp,2019.06.30,정기,A1보증,2019.12.16,2020.06.30,,
동아쏘시오홀딩스,한신평cp,2018.12.31,본,A1보증,2019.08.02,2020.06.30,,
동아쏘시오홀딩스,나신평cp,평정,현재등급,등급결정일,등급확정일,유효기간,요지,재무,보고서
동아쏘시오홀딩스,나신평cp,정기,A2-,2008.12.19,2008.12.19,2009.06.30
동아쏘시오홀딩스,나신평cp,본,A2-,2008.06.11,2008.06.11,2009.06.30
동아쏘시오홀딩스,나신평cp,정기,A2-,2007.12.24,2007.12.24,2008.06.30
동아쏘시오홀딩스,나신평cp,본,A3+,2007.06.18,2007.06.18,2008.06.30
동아쏘시오홀딩스,나신평cp,정기,A3+,2006.12.28,2006.12.28,2007.06.30
동아쏘시오홀딩스,나신평cp,본,A3+,2006.06.23,2006.06.23,2007.06.30
동아쏘시오홀딩스,나신평cp,정기,A3+,2005.12.23,2005.12.23,2006.06.30
동아쏘시오홀딩스,나신평cp,본,A3+,2005.06.24,2005.06.24,2006.06.30
동아쏘시오홀딩스,나신평cp,정기,A3,2004.12.29,2004.12.29,2005.06.30
동아쏘시오홀딩스,나신평cp,본,A3,2004.07.29,2004.07.29,2005.06.30
동아쏘시오홀딩스,나신평cp,정기,A3,2004.01.20,2004.01.20,2004.06.30
동아쏘시오홀딩스,나신평cp,본,A3,2003.07.21,2003.07.21,2004.06.30
동아쏘시오홀딩스,나신평cp,정기,A3,2002.12.27,2002.12.27,2003.06.30
동아쏘시오홀딩스,나신평cp,본,A3,2002.06.27,2002.06.27,2003.06.30
동아쏘시오홀딩스,나신평cp,정기,A3,2002.01.25,2002.01.25,2002.06.30
동아쏘시오홀딩스,나신평cp,본,A3,2001.08.16,2001.08.16,2002.06.30
동아쏘시오홀딩스,나신평cp,정기,A3-,2000.12.20,2000.12.20,2001.06.30
동아쏘시오홀딩스,나신평cp,본,A3-,2000.06.12,2000.06.12,2001.06.30
동아쏘시오홀딩스,나신평cp,정기,A3-,2000.01.27,2000.01.27,2000.06.30
동아쏘시오홀딩스,나신평cp,본,A3-,1999.06.15,2000.06.30
동아쏘시오홀딩스,나신평cp,정기,A3,1997.12.30,1998.06.30
동아쏘시오홀딩스,나신평cp,본,A2,1997.06.16,1998.06.30
동아쏘시오홀딩스,나신평cp,본,A2-,1993.07.12,1994.06.30
동아쏘시오홀딩스,나신평cp,본,A2-,1992.05.25,1993.06.30
